tool_link,tool_link_host,tool_link_path,language,language_size
https://github.com/1N3/findsploit,github.com,/1N3/findsploit,Shell,8330
https://github.com/1aN0rmus/TekDefense,github.com,/1aN0rmus/TekDefense,Python,22078
https://github.com/1aN0rmus/TekDefense-Automater,github.com,/1aN0rmus/TekDefense-Automater,Python,126453
https://github.com/1lastBr3ath/drmine,github.com,/1lastBr3ath/drmine,JavaScript,5264
https://github.com/1tayH/noisy,github.com,/1tayH/noisy,Dockerfile,168
https://github.com/1tayH/noisy,github.com,/1tayH/noisy,Python,9950
https://github.com/360PegasusTeam/GhostTunnel,github.com,/360PegasusTeam/GhostTunnel,C++,61114
https://github.com/360PegasusTeam/GhostTunnel,github.com,/360PegasusTeam/GhostTunnel,C,1039100
https://github.com/360PegasusTeam/GhostTunnel,github.com,/360PegasusTeam/GhostTunnel,Makefile,35695
https://github.com/3XPL017/netpwn,github.com,/3XPL017/netpwn,Shell,245
https://github.com/3XPL017/netpwn,github.com,/3XPL017/netpwn,Python,36784
https://github.com/3gstudent/Javascript-Backdoor,github.com,/3gstudent/Javascript-Backdoor,PowerShell,12393
https://github.com/4w4k3/BeeLogger,github.com,/4w4k3/BeeLogger,R,771
https://github.com/4w4k3/BeeLogger,github.com,/4w4k3/BeeLogger,Shell,270
https://github.com/4w4k3/BeeLogger,github.com,/4w4k3/BeeLogger,Batchfile,220
https://github.com/4w4k3/BeeLogger,github.com,/4w4k3/BeeLogger,Python,11994
https://github.com/4w4k3/Insanity-Framework,github.com,/4w4k3/Insanity-Framework,Shell,832
https://github.com/4w4k3/Insanity-Framework,github.com,/4w4k3/Insanity-Framework,R,804
https://github.com/4w4k3/Insanity-Framework,github.com,/4w4k3/Insanity-Framework,Python,44703
https://github.com/4w4k3/Umbrella,github.com,/4w4k3/Umbrella,R,769
https://github.com/4w4k3/Umbrella,github.com,/4w4k3/Umbrella,Shell,263
https://github.com/4w4k3/Umbrella,github.com,/4w4k3/Umbrella,Python,12660
https://github.com/504ensicsLabs/DAMM,github.com,/504ensicsLabs/DAMM,Python,12536768
https://github.com/504ensicslabs/lime,github.com,/504ensicslabs/lime,C,22463
https://github.com/504ensicslabs/lime,github.com,/504ensicslabs/lime,Makefile,1749
https://github.com/51x/WHP,github.com,/51x/WHP,PowerShell,75053
https://github.com/51x/WHP,github.com,/51x/WHP,Python,150581
https://github.com/649/Crashcast-Exploit,github.com,/649/Crashcast-Exploit,Python,12916
https://github.com/649/Memcrashed-DDoS-Exploit,github.com,/649/Memcrashed-DDoS-Exploit,Python,10710
https://github.com/6IX7ine/certstreamcatcher,github.com,/6IX7ine/certstreamcatcher,JavaScript,8390
https://github.com/6IX7ine/djangohunter,github.com,/6IX7ine/djangohunter,Dockerfile,155
https://github.com/6IX7ine/djangohunter,github.com,/6IX7ine/djangohunter,Python,8063
https://github.com/6IX7ine/stretcher,github.com,/6IX7ine/stretcher,Python,5122
https://github.com/9aylas/Shortcut-Payload-Generator,github.com,/9aylas/Shortcut-Payload-Generator,AutoIt,7187
https://github.com/A-mIn3/WINspect,github.com,/A-mIn3/WINspect,PowerShell,56758
https://github.com/A3sal0n/FalconGate,github.com,/A3sal0n/FalconGate,Smarty,45589
https://github.com/A3sal0n/FalconGate,github.com,/A3sal0n/FalconGate,CSS,4645
https://github.com/A3sal0n/FalconGate,github.com,/A3sal0n/FalconGate,Shell,2056
https://github.com/A3sal0n/FalconGate,github.com,/A3sal0n/FalconGate,JavaScript,6537
https://github.com/A3sal0n/FalconGate,github.com,/A3sal0n/FalconGate,PHP,77887
https://github.com/A3sal0n/FalconGate,github.com,/A3sal0n/FalconGate,HTML,6244
https://github.com/A3sal0n/FalconGate,github.com,/A3sal0n/FalconGate,Bro,448
https://github.com/A3sal0n/FalconGate,github.com,/A3sal0n/FalconGate,Python,126528
https://github.com/ALSchwalm/foresight,github.com,/ALSchwalm/foresight,Python,33514
https://github.com/AMOSSYS/MemITM,github.com,/AMOSSYS/MemITM,C,16957
https://github.com/AMOSSYS/MemITM,github.com,/AMOSSYS/MemITM,Python,34553
https://github.com/ANSSI-FR/tabi,github.com,/ANSSI-FR/tabi,Python,170562
https://github.com/Abdulraheem30042/Cl0neMast3r,github.com,/Abdulraheem30042/Cl0neMast3r,Python,14141
https://github.com/AbedAlqaderSwedan1/ASWCrypter,github.com,/AbedAlqaderSwedan1/ASWCrypter,Shell,11282
https://github.com/AbedAlqaderSwedan1/ASWCrypter,github.com,/AbedAlqaderSwedan1/ASWCrypter,Python,3464
https://github.com/Acceis/crypto_identifier,github.com,/Acceis/crypto_identifier,Python,9216
https://github.com/Acceis/leakScraper,github.com,/Acceis/leakScraper,Smarty,6143
https://github.com/Acceis/leakScraper,github.com,/Acceis/leakScraper,CSS,1532
https://github.com/Acceis/leakScraper,github.com,/Acceis/leakScraper,Shell,406
https://github.com/Acceis/leakScraper,github.com,/Acceis/leakScraper,JavaScript,1264
https://github.com/Acceis/leakScraper,github.com,/Acceis/leakScraper,Python,23557
https://github.com/AeonDave/doork,github.com,/AeonDave/doork,Python,125966
https://github.com/AeonDave/tilt,github.com,/AeonDave/tilt,Python,20708
https://github.com/AhMyth/AhMyth-Android-RAT,github.com,/AhMyth/AhMyth-Android-RAT,Smali,3375351
https://github.com/AhMyth/AhMyth-Android-RAT,github.com,/AhMyth/AhMyth-Android-RAT,Java,27830
https://github.com/AhMyth/AhMyth-Android-RAT,github.com,/AhMyth/AhMyth-Android-RAT,CSS,14762
https://github.com/AhMyth/AhMyth-Android-RAT,github.com,/AhMyth/AhMyth-Android-RAT,JavaScript,44729
https://github.com/AhMyth/AhMyth-Android-RAT,github.com,/AhMyth/AhMyth-Android-RAT,HTML,22121
https://github.com/AlessandroZ/BeRoot,github.com,/AlessandroZ/BeRoot,C++,8693
https://github.com/AlessandroZ/BeRoot,github.com,/AlessandroZ/BeRoot,C,704
https://github.com/AlessandroZ/BeRoot,github.com,/AlessandroZ/BeRoot,Python,300119
https://github.com/AlessandroZ/LaZagne,github.com,/AlessandroZ/LaZagne,Python,1404307
https://github.com/AlessandroZ/LaZagneForensic,github.com,/AlessandroZ/LaZagneForensic,PowerShell,21128
https://github.com/AlessandroZ/LaZagneForensic,github.com,/AlessandroZ/LaZagneForensic,Python,199387
https://github.com/Ali-Razmjoo/OWASP-ZSC,github.com,/Ali-Razmjoo/OWASP-ZSC,Python,1054799
https://github.com/AlisamTechnology/ATSCAN,github.com,/AlisamTechnology/ATSCAN,Shell,10016
https://github.com/AlisamTechnology/ATSCAN,github.com,/AlisamTechnology/ATSCAN,Perl,270664
https://github.com/AlisamTechnology/ATSCAN-V2,github.com,/AlisamTechnology/ATSCAN-V2,Shell,10016
https://github.com/AlisamTechnology/ATSCAN-V2,github.com,/AlisamTechnology/ATSCAN-V2,Perl,270664
https://github.com/AndroidHooker/hooker,github.com,/AndroidHooker/hooker,Java,236972
https://github.com/AndroidHooker/hooker,github.com,/AndroidHooker/hooker,Shell,5997
https://github.com/AndroidHooker/hooker,github.com,/AndroidHooker/hooker,Python,240350
https://github.com/Anon-Exploiter/SiteBroker,github.com,/Anon-Exploiter/SiteBroker,Python,52952
https://github.com/Antonin-Deniau/cave_miner,github.com,/Antonin-Deniau/cave_miner,Makefile,233
https://github.com/Antonin-Deniau/cave_miner,github.com,/Antonin-Deniau/cave_miner,Python,101562
https://github.com/Arachni/arachni,github.com,/Arachni/arachni,Smarty,3587
https://github.com/Arachni/arachni,github.com,/Arachni/arachni,CSS,5329
https://github.com/Arachni/arachni,github.com,/Arachni/arachni,JavaScript,774087
https://github.com/Arachni/arachni,github.com,/Arachni/arachni,HTML,77284
https://github.com/Arachni/arachni,github.com,/Arachni/arachni,Ruby,3911411
https://github.com/ArchStrike/ArchStrike,github.com,/ArchStrike/ArchStrike,Shell,1845376
https://github.com/ArchStrike/ArchStrike,github.com,/ArchStrike/ArchStrike,C,17632
https://github.com/ArchStrike/ArchStrike,github.com,/ArchStrike/ArchStrike,Makefile,5335
https://github.com/ArchStrike/ArchStrike,github.com,/ArchStrike/ArchStrike,Perl,353048
https://github.com/ArchStrike/ArchStrike,github.com,/ArchStrike/ArchStrike,Roff,27025
https://github.com/ArchStrike/ArchStrike,github.com,/ArchStrike/ArchStrike,Python,23333
https://github.com/ArchStrike/ArchStrike,github.com,/ArchStrike/ArchStrike,DTrace,26
https://github.com/Arno0x/DBC2,github.com,/Arno0x/DBC2,PowerShell,3107169
https://github.com/Arno0x/DBC2,github.com,/Arno0x/DBC2,C#,65475
https://github.com/Arno0x/DBC2,github.com,/Arno0x/DBC2,Smarty,13457
https://github.com/Arno0x/DBC2,github.com,/Arno0x/DBC2,C++,10093
https://github.com/Arno0x/DBC2,github.com,/Arno0x/DBC2,C,18860
https://github.com/Arno0x/DBC2,github.com,/Arno0x/DBC2,Python,103409
https://github.com/Arno0x/DNSExfiltrator,github.com,/Arno0x/DNSExfiltrator,C#,32130
https://github.com/Arno0x/DNSExfiltrator,github.com,/Arno0x/DNSExfiltrator,PowerShell,31707
https://github.com/Arno0x/DNSExfiltrator,github.com,/Arno0x/DNSExfiltrator,JavaScript,33350
https://github.com/Arno0x/DNSExfiltrator,github.com,/Arno0x/DNSExfiltrator,Python,7883
https://github.com/Arno0x/EmbedInHTML,github.com,/Arno0x/EmbedInHTML,Smarty,18828
https://github.com/Arno0x/EmbedInHTML,github.com,/Arno0x/EmbedInHTML,JavaScript,59
https://github.com/Arno0x/EmbedInHTML,github.com,/Arno0x/EmbedInHTML,HTML,128219
https://github.com/Arno0x/EmbedInHTML,github.com,/Arno0x/EmbedInHTML,Python,10195
https://github.com/Arno0x/NtlmRelayToEWS,github.com,/Arno0x/NtlmRelayToEWS,Smarty,7837
https://github.com/Arno0x/NtlmRelayToEWS,github.com,/Arno0x/NtlmRelayToEWS,PowerShell,1648
https://github.com/Arno0x/NtlmRelayToEWS,github.com,/Arno0x/NtlmRelayToEWS,HTML,51
https://github.com/Arno0x/NtlmRelayToEWS,github.com,/Arno0x/NtlmRelayToEWS,Python,60071
https://github.com/Arno0x/PowerShellScripts,github.com,/Arno0x/PowerShellScripts,PowerShell,80782
https://github.com/Arno0x/WSC2,github.com,/Arno0x/WSC2,Smarty,24924
https://github.com/Arno0x/WSC2,github.com,/Arno0x/WSC2,C#,10542
https://github.com/Arno0x/WSC2,github.com,/Arno0x/WSC2,HTML,45
https://github.com/Arno0x/WSC2,github.com,/Arno0x/WSC2,Python,33982
https://github.com/Arno0x/WebDavC2,github.com,/Arno0x/WebDavC2,Smarty,13680
https://github.com/Arno0x/WebDavC2,github.com,/Arno0x/WebDavC2,C#,11132
https://github.com/Arno0x/WebDavC2,github.com,/Arno0x/WebDavC2,Python,26853
https://github.com/Arvin-X/swarm,github.com,/Arvin-X/swarm,Python,99792
https://github.com/B16f00t/whapa,github.com,/B16f00t/whapa,CSS,4113
https://github.com/B16f00t/whapa,github.com,/B16f00t/whapa,Python,147634
https://github.com/B4ckP0r7/RogueSploit,github.com,/B4ckP0r7/RogueSploit,Shell,188059
https://github.com/B4ckP0r7/RogueSploit,github.com,/B4ckP0r7/RogueSploit,CSS,37010
https://github.com/B4ckP0r7/RogueSploit,github.com,/B4ckP0r7/RogueSploit,JavaScript,10519
https://github.com/B4ckP0r7/RogueSploit,github.com,/B4ckP0r7/RogueSploit,HTML,4632
https://github.com/B4rD4k/Vproxy,github.com,/B4rD4k/Vproxy,Python,8318
https://github.com/BastilleResearch/gr-lora,github.com,/BastilleResearch/gr-lora,C++,176198
https://github.com/BastilleResearch/gr-lora,github.com,/BastilleResearch/gr-lora,C,1043
https://github.com/BastilleResearch/gr-lora,github.com,/BastilleResearch/gr-lora,CMake,86276
https://github.com/BastilleResearch/gr-lora,github.com,/BastilleResearch/gr-lora,Python,14531
https://github.com/Beyarz/portforge.cr,github.com,/Beyarz/portforge.cr,Crystal,3660
https://github.com/BillyV4/ID-entify,github.com,/BillyV4/ID-entify,Shell,3304
https://github.com/BillyV4/ID-entify,github.com,/BillyV4/ID-entify,HTML,5645
https://github.com/BillyV4/ID-entify,github.com,/BillyV4/ID-entify,Perl,4902
https://github.com/BillyV4/ID-entify,github.com,/BillyV4/ID-entify,Python,19435
https://github.com/BinaryDefense/artillery,github.com,/BinaryDefense/artillery,Shell,1819
https://github.com/BinaryDefense/artillery,github.com,/BinaryDefense/artillery,Batchfile,755
https://github.com/BinaryDefense/artillery,github.com,/BinaryDefense/artillery,Python,77769
https://github.com/BlackArch/wordlistctl,github.com,/BlackArch/wordlistctl,Python,29850
https://github.com/BloodHoundAD/BloodHound,github.com,/BloodHoundAD/BloodHound,PowerShell,887103
https://github.com/BloodHoundAD/BloodHound,github.com,/BloodHoundAD/BloodHound,CSS,24090
https://github.com/BloodHoundAD/BloodHound,github.com,/BloodHoundAD/BloodHound,Shell,2449
https://github.com/BloodHoundAD/BloodHound,github.com,/BloodHoundAD/BloodHound,JavaScript,555691
https://github.com/BloodHoundAD/BloodHound,github.com,/BloodHoundAD/BloodHound,HTML,7018
https://github.com/BorjaMerino/Pazuzu,github.com,/BorjaMerino/Pazuzu,C++,24284
https://github.com/BorjaMerino/Pazuzu,github.com,/BorjaMerino/Pazuzu,Python,25776
https://github.com/BornToBeRoot/NETworkManager,github.com,/BornToBeRoot/NETworkManager,C#,1396351
https://github.com/BornToBeRoot/NETworkManager,github.com,/BornToBeRoot/NETworkManager,PowerShell,9981
https://github.com/BornToBeRoot/NETworkManager,github.com,/BornToBeRoot/NETworkManager,HTML,13812
https://github.com/Boyan-MILANOV/ropgenerator,github.com,/Boyan-MILANOV/ropgenerator,C++,339448
https://github.com/Boyan-MILANOV/ropgenerator,github.com,/Boyan-MILANOV/ropgenerator,Shell,206
https://github.com/Boyan-MILANOV/ropgenerator,github.com,/Boyan-MILANOV/ropgenerator,Python,166280
https://github.com/BusesCanFly/PRETty,github.com,/BusesCanFly/PRETty,Python,7283
https://github.com/BusesCanFly/rpi-hunter,github.com,/BusesCanFly/rpi-hunter,Python,5353
https://github.com/Busindre/dumpzilla,github.com,/Busindre/dumpzilla,Shell,4406
https://github.com/Busindre/dumpzilla,github.com,/Busindre/dumpzilla,Python,127087
https://github.com/C0reL0ader/EaST,github.com,/C0reL0ader/EaST,Java,2279
https://github.com/C0reL0ader/EaST,github.com,/C0reL0ader/EaST,CSS,11138
https://github.com/C0reL0ader/EaST,github.com,/C0reL0ader/EaST,JavaScript,424045
https://github.com/C0reL0ader/EaST,github.com,/C0reL0ader/EaST,HTML,17291
https://github.com/C0reL0ader/EaST,github.com,/C0reL0ader/EaST,Assembly,18912
https://github.com/C0reL0ader/EaST,github.com,/C0reL0ader/EaST,Python,958604
https://github.com/CENSUS/choronzon,github.com,/CENSUS/choronzon,C++,15227
https://github.com/CENSUS/choronzon,github.com,/CENSUS/choronzon,Makefile,676
https://github.com/CENSUS/choronzon,github.com,/CENSUS/choronzon,Python,130239
https://github.com/CENSUS/shadow,github.com,/CENSUS/shadow,Batchfile,394
https://github.com/CENSUS/shadow,github.com,/CENSUS/shadow,Makefile,38
https://github.com/CENSUS/shadow,github.com,/CENSUS/shadow,Python,123082
https://github.com/CERT-BDF/TheHive,github.com,/CERT-BDF/TheHive,CSS,20953
https://github.com/CERT-BDF/TheHive,github.com,/CERT-BDF/TheHive,Shell,16559
https://github.com/CERT-BDF/TheHive,github.com,/CERT-BDF/TheHive,Scala,414032
https://github.com/CERT-BDF/TheHive,github.com,/CERT-BDF/TheHive,JavaScript,505866
https://github.com/CERT-BDF/TheHive,github.com,/CERT-BDF/TheHive,HTML,524701
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,Dockerfile,145
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,CSS,1477
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,JavaScript,33189
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,HTML,1599
https://github.com/CERT-Polska/mquery,github.com,/CERT-Polska/mquery,Python,25189
https://github.com/CERTCC-Vulnerability-Analysis/certfuzz,github.com,/CERTCC-Vulnerability-Analysis/certfuzz,C++,495290
https://github.com/CERTCC-Vulnerability-Analysis/certfuzz,github.com,/CERTCC-Vulnerability-Analysis/certfuzz,Shell,39381
https://github.com/CERTCC-Vulnerability-Analysis/certfuzz,github.com,/CERTCC-Vulnerability-Analysis/certfuzz,C,25530
https://github.com/CERTCC-Vulnerability-Analysis/certfuzz,github.com,/CERTCC-Vulnerability-Analysis/certfuzz,GDB,121473
https://github.com/CERTCC-Vulnerability-Analysis/certfuzz,github.com,/CERTCC-Vulnerability-Analysis/certfuzz,Makefile,1677
https://github.com/CERTCC-Vulnerability-Analysis/certfuzz,github.com,/CERTCC-Vulnerability-Analysis/certfuzz,AppleScript,1141
https://github.com/CERTCC-Vulnerability-Analysis/certfuzz,github.com,/CERTCC-Vulnerability-Analysis/certfuzz,NSIS,10632
https://github.com/CERTCC-Vulnerability-Analysis/certfuzz,github.com,/CERTCC-Vulnerability-Analysis/certfuzz,Python,916241
https://github.com/CERTCC-Vulnerability-Analysis/trommel,github.com,/CERTCC-Vulnerability-Analysis/trommel,Python,89346
https://github.com/CERTCC/keyfinder,github.com,/CERTCC/keyfinder,Java,18824
https://github.com/CERTCC/keyfinder,github.com,/CERTCC/keyfinder,Python,64689
https://github.com/CERTCC/tapioca,github.com,/CERTCC/tapioca,Shell,45999
https://github.com/CERTCC/tapioca,github.com,/CERTCC/tapioca,Python,128245
https://github.com/CERTCC/trommel,github.com,/CERTCC/trommel,Python,92058
https://github.com/CHYbeta/cmsPoc,github.com,/CHYbeta/cmsPoc,Python,43770
https://github.com/CIRCL/Circlean,github.com,/CIRCL/Circlean,Shell,24099
https://github.com/CIRCL/Circlean,github.com,/CIRCL/Circlean,C,2299
https://github.com/CIRCL/Circlean,github.com,/CIRCL/Circlean,Makefile,35
https://github.com/CIRCL/Circlean,github.com,/CIRCL/Circlean,Python,38990
https://github.com/CRS-support/ftw,github.com,/CRS-support/ftw,Python,71725
https://github.com/Caleb1994/peach,github.com,/Caleb1994/peach,C,387
https://github.com/Caleb1994/peach,github.com,/Caleb1994/peach,PHP,153
https://github.com/Caleb1994/peach,github.com,/Caleb1994/peach,Python,23764
https://github.com/CalebFenton/dex-oracle,github.com,/CalebFenton/dex-oracle,Smali,3463
https://github.com/CalebFenton/dex-oracle,github.com,/CalebFenton/dex-oracle,Java,18895
https://github.com/CalebFenton/dex-oracle,github.com,/CalebFenton/dex-oracle,Shell,212
https://github.com/CalebFenton/dex-oracle,github.com,/CalebFenton/dex-oracle,Ruby,60362
https://github.com/CalebFenton/simplify,github.com,/CalebFenton/simplify,Smali,257518
https://github.com/CalebFenton/simplify,github.com,/CalebFenton/simplify,Java,1001782
https://github.com/CalebFenton/simplify,github.com,/CalebFenton/simplify,Shell,301
https://github.com/ChaitanyaHaritash/kimi,github.com,/ChaitanyaHaritash/kimi,YARA,272
https://github.com/ChaitanyaHaritash/kimi,github.com,/ChaitanyaHaritash/kimi,Python,4679
https://github.com/Charliedean/Winpayloads,github.com,/Charliedean/Winpayloads,PowerShell,11223
https://github.com/Charliedean/Winpayloads,github.com,/Charliedean/Winpayloads,Dockerfile,4550
https://github.com/Charliedean/Winpayloads,github.com,/Charliedean/Winpayloads,Shell,4705
https://github.com/Charliedean/Winpayloads,github.com,/Charliedean/Winpayloads,Python,85987
https://github.com/ChrisJohnRiley/Scythe,github.com,/ChrisJohnRiley/Scythe,Python,58646
https://github.com/ChrisTruncer/Egress-Assess,github.com,/ChrisTruncer/Egress-Assess,PowerShell,653623
https://github.com/ChrisTruncer/Egress-Assess,github.com,/ChrisTruncer/Egress-Assess,Dockerfile,1676
https://github.com/ChrisTruncer/Egress-Assess,github.com,/ChrisTruncer/Egress-Assess,Shell,2338
https://github.com/ChrisTruncer/Egress-Assess,github.com,/ChrisTruncer/Egress-Assess,Python,128216
https://github.com/ChrisTruncer/EyeWitness,github.com,/ChrisTruncer/EyeWitness,Dockerfile,794
https://github.com/ChrisTruncer/EyeWitness,github.com,/ChrisTruncer/EyeWitness,Shell,8575
https://github.com/ChrisTruncer/EyeWitness,github.com,/ChrisTruncer/EyeWitness,Python,170140
https://github.com/ChrisTruncer/Hasher,github.com,/ChrisTruncer/Hasher,Python,25973
https://github.com/ChrisTruncer/Just-Metadata,github.com,/ChrisTruncer/Just-Metadata,Dockerfile,1638
https://github.com/ChrisTruncer/Just-Metadata,github.com,/ChrisTruncer/Just-Metadata,Shell,2915
https://github.com/ChrisTruncer/Just-Metadata,github.com,/ChrisTruncer/Just-Metadata,Python,118866
https://github.com/ChrisTruncer/Veil,github.com,/ChrisTruncer/Veil,Shell,36340
https://github.com/ChrisTruncer/Veil,github.com,/ChrisTruncer/Veil,C++,6617
https://github.com/ChrisTruncer/Veil,github.com,/ChrisTruncer/Veil,C,404558
https://github.com/ChrisTruncer/Veil,github.com,/ChrisTruncer/Veil,Python,623185
https://github.com/ChrisTruncer/WMImplant,github.com,/ChrisTruncer/WMImplant,PowerShell,129726
https://github.com/CipherShed/CipherShed,github.com,/CipherShed/CipherShed,C++,1538165
https://github.com/CipherShed/CipherShed,github.com,/CipherShed/CipherShed,Shell,11095
